State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,THE NILGIRIS,2007,Whole Year ,Cotton(lint),5.0,8.0
Telangana ,KARIMNAGAR,2002,Rabi       ,Maize,31572.0,139359.0
Tamil Nadu,THENI,2003,Whole Year ,Arecanut,29.0,
Karnataka,BAGALKOT,1999,Kharif     ,Mesta,9.0,17.0
Telangana ,MEDAK,2010,Whole Year ,Garlic,313.0,765.0
Rajasthan,RAJSAMAND,2010,Kharif     ,Small millets,377.0,188.0
Rajasthan,BANSWARA,2004,Kharif     ,Small millets,5526.0,1387.0
Chhattisgarh,DHAMTARI,2009,Whole Year ,Coriander,354.0,143.0
Karnataka,BANGALORE RURAL,2013,Kharif     ,Onion,30.0,198.0
Tripura,NORTH TRIPURA,2003,Kharif     ,Rice,43810.0,98970.0
Maharashtra,RATNAGIRI,2011,Rabi       ,Maize,100.0,300.0
Tamil Nadu,MADURAI,2006,Whole Year ,Turmeric,13.0,75.0
Meghalaya,EAST KHASI HILLS,2005,Whole Year ,Turmeric,89.0,491.0
Odisha,JAGATSINGHAPUR,2002,Whole Year ,Onion,1690.0,16060.0
Madhya Pradesh,TIKAMGARH,2011,Rabi       ,Moong(Green Gram),9.0,1.0
Bihar,JAMUI,2000,Rabi       ,Maize,125.0,458.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767.0,112541.0
Andhra Pradesh,CHITTOOR,2009,Whole Year ,Potato,1402.0,12099.0
Uttarakhand,PITHORAGARH,2013,Whole Year ,Ginger,150.0,998.0
Sikkim,EAST DISTRICT,2008,Kharif     ,Small millets,1430.0,1340.0
Madhya Pradesh,SHAJAPUR,2003,Whole Year ,Water Melon,16.0,0.0
Madhya Pradesh,RAISEN,1999,Whole Year ,Turmeric,1.0,1.0
Karnataka,RAICHUR,2001,Kharif     ,Jowar,1040.0,1004.0
Mizoram,AIZAWL,1997,Kharif     ,Soyabean,563.0,809.0
Himachal Pradesh,BILASPUR,2001,Whole Year ,Sweet potato,67.0,
Jammu and Kashmir ,REASI,2014,Kharif     ,Turmeric,3.0,3.3
Jammu and Kashmir ,UDHAMPUR,2005,Kharif     ,Turmeric,9.0,9.1
Haryana,AMBALA,2006,Rabi       ,Wheat,81679.0,312000.0
Arunachal Pradesh,EAST SIANG,2011,Whole Year ,Turmeric,197.0,398.0
Tamil Nadu,CUDDALORE,1999,Whole Year ,Guar seed,38500.0,408093.0
Himachal Pradesh,MANDI,2002,Kharif     ,Groundnut,1.0,0.0
Karnataka,KOLAR,1998,Whole Year ,Garlic,15.0,17.0
Odisha,BOUDH,1999,Rabi       ,Linseed,20.0,50.0
Madhya Pradesh,BETUL,2003,Kharif     ,Ragi,21.0,5.0
Telangana ,ADILABAD,2014,Rabi       ,Other  Rabi pulses,12.0,4.0
Puducherry,PONDICHERRY,2013,Kharif     ,Sweet potato,1.0,9.0
Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Bottle Gourd,31.0,0.0
Chhattisgarh,SURAJPUR,2012,Kharif     ,Other Kharif pulses,503.0,116.0
Uttar Pradesh,ETAWAH,2007,Kharif     ,Sannhamp,3.0,1.0
Andhra Pradesh,GUNTUR,2005,Rabi       ,Jowar,2449.0,12806.0
Chhattisgarh,KOREA,2010,Rabi       ,Masoor,191.0,35.0
Chhattisgarh,RAIPUR,2003,Whole Year ,Garlic,7.0,21.0
Jammu and Kashmir ,PULWAMA,2000,Whole Year ,Dry chillies,433.0,510.0
Jharkhand,RANCHI,2006,Autumn     ,Maize,3689.43,5553.0
Karnataka,CHITRADURGA,2014,Rabi       ,Safflower,1885.0,883.0
Arunachal Pradesh,WEST SIANG,2010,Whole Year ,Potato,363.0,2317.0
Assam,KOKRAJHAR,2013,Whole Year ,Onion,443.0,1304.0
West Bengal,MEDINIPUR WEST,1998,Rabi       ,Safflower,5.0,1.0
West Bengal,PURULIA,2009,Winter     ,Sesamum,238.0,87.0
Puducherry,KARAIKAL,2007,Summer     ,Sesamum,2.0,1.0
Himachal Pradesh,KANGRA,2006,Kharif     ,Turmeric,51.0,23.0
Karnataka,MANDYA,2014,Rabi       ,Onion,65.0,431.0
Tamil Nadu,ERODE,2003,Whole Year ,Orange,98.0,192.0
Tamil Nadu,ERODE,2002,Whole Year ,Tomato,682.0,8930.0
Kerala,MALAPPURAM,2002,Whole Year ,Snak Guard,90.0,0.0
Kerala,ERNAKULAM,2011,Whole Year ,Turmeric,319.12,1000.26
Assam,DHUBRI,2012,Rabi       ,Peas & beans (Pulses),361.0,296.0
Uttar Pradesh,JALAUN,2003,Rabi       ,Wheat,130683.0,389793.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2007,Rabi       ,Other  Rabi pulses,3200.0,2700.0
Madhya Pradesh,RAISEN,2013,Rabi       ,Masoor,14877.0,9410.0
Odisha,KENDUJHAR,2001,Kharif     ,Other Kharif pulses,3640.0,2180.0
Puducherry,PONDICHERRY,2011,Summer     ,Brinjal,13.0,168.0
Gujarat,ANAND,2011,Whole Year ,Potato,4000.0,87300.0
Chhattisgarh,RAIGARH,2010,Kharif     ,Sunflower,2483.0,538.0
Karnataka,SHIMOGA,2010,Whole Year ,Banana,5372.0,97341.0
Madhya Pradesh,BURHANPUR,2010,Whole Year ,Dry chillies,186.0,553.0
Haryana,FARIDABAD,2010,Kharif     ,Groundnut,1.0,
Puducherry,PONDICHERRY,2010,Kharif     ,Other Kharif pulses,1.0,1.0
Telangana ,RANGAREDDI,2006,Kharif     ,Niger seed,429.0,157.0
Tamil Nadu,VELLORE,2007,Whole Year ,Arecanut,2.0,4.0
West Bengal,MEDINIPUR WEST,1997,Whole Year ,Pulses total,806300.0,372100.0
Jharkhand,RANCHI,2003,Kharif     ,Arhar/Tur,1947.58,3696.51
Chhattisgarh,JASHPUR,2004,Kharif     ,Groundnut,3453.0,4602.0
Nagaland,KOHIMA,2010,Rabi       ,Linseed,470.0,370.0
Telangana ,WARANGAL,2013,Whole Year ,Soyabean,150.0,242.0
Nagaland,KIPHIRE,2011,Rabi       ,Blackgram,40.0,20.0
Odisha,SUNDARGARH,2001,Kharif     ,Dry ginger,610.0,1230.0
Jharkhand,SIMDEGA,2003,Rabi       ,Potato,539.81,2487.44
Puducherry,PONDICHERRY,2011,Rabi       ,Other  Rabi pulses,20.0,20.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Kharif     ,Small millets,1747.0,1536.0
Goa,NORTH GOA,2014,Whole Year ,Pineapple,262.0,4348.0
West Bengal,DINAJPUR UTTAR,2014,Autumn     ,Ragi,185.0,158.0
Tripura,NORTH TRIPURA,2005,Kharif     ,Rice,42376.0,104850.0
Nagaland,MOKOKCHUNG,2011,Rabi       ,Blackgram,60.0,40.0
Mizoram,AIZAWL,2008,Rabi       ,other oilseeds,185.0,94.0
Andhra Pradesh,SRIKAKULAM,2012,Kharif     ,Dry ginger,60.0,469.0
Manipur,CHURACHANDPUR,2004,Whole Year ,Banana,290.0,3730.0
Kerala,KASARAGOD,2014,Whole Year ,Sweet potato,61.0,1138.0
Mizoram,CHAMPHAI,2006,Rabi       ,Other  Rabi pulses,626.0,985.0
Andhra Pradesh,GUNTUR,2002,Whole Year ,Bottle Gourd,316.0,0.0
Maharashtra,PARBHANI,2004,Rabi       ,Other Cereals & Millets,700.0,400.0
Jammu and Kashmir ,KATHUA,2008,Rabi       ,Barley,1822.0,1603.2
West Bengal,DINAJPUR UTTAR,2014,Kharif     ,Other Kharif pulses,65.0,33.0
Tamil Nadu,KRISHNAGIRI,2006,Whole Year ,Garlic,6.0,35.0
Puducherry,YANAM,2009,Rabi       ,Coriander,6.0,3.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2008,Kharif     ,Urad,1600.0,1500.0
Meghalaya,EAST GARO HILLS,2012,Whole Year ,Black pepper,68.0,33.0
Haryana,YAMUNANAGAR,1998,Rabi       ,Masoor,2932.0,2000.0
Kerala,THRISSUR,2007,Whole Year ,Cashewnut,2846.0,1425.0
Chhattisgarh,RAIPUR,2013,Whole Year ,Turmeric,3.0,6.0
Kerala,KOLLAM,2012,Whole Year ,Jack Fruit,7383.0,
Kerala,IDUKKI,1998,Whole Year ,Garlic,742.0,12614.0
Manipur,TAMENGLONG,2003,Whole Year ,Bhindi,42.0,143.0
Jammu and Kashmir ,POONCH,2000,Whole Year ,Sannhamp,4.0,2.0
Andhra Pradesh,CHITTOOR,2008,Kharif     ,Jowar,1205.0,812.0
Tamil Nadu,THIRUVALLUR,2007,Whole Year ,Onion,1.0,10.0
Jharkhand,DEOGHAR,2007,Autumn     ,Ragi,19.72,11.0
Gujarat,SURAT,2007,Rabi       ,Other  Rabi pulses,1400.0,1100.0
Odisha,BALESHWAR,2007,Summer     ,Rice,36000.0,95000.0
West Bengal,COOCHBEHAR,2013,Kharif     ,Sannhamp,138.0,359.0
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Tapioca,703.0,5518.0
Karnataka,BIJAPUR,2002,Whole Year ,Brinjal,879.0,5405.0
Nagaland,PEREN,2008,Kharif     ,Groundnut,50.0,60.0
Kerala,KOLLAM,2012,Whole Year ,Blackgram,5.0,
Andhra Pradesh,KRISHNA,2002,Whole Year ,Mango,62800.0,234926.0
Bihar,MADHUBANI,1997,Whole Year ,Turmeric,13.0,13.0
Assam,CACHAR,2006,Kharif     ,Jute,49.0,474.0
Meghalaya,EAST KHASI HILLS,2004,Whole Year ,Sweet potato,681.0,2560.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Jute,2.0,6.0
Arunachal Pradesh,CHANGLANG,2005,Rabi       ,Wheat,160.0,240.0
Uttar Pradesh,LALITPUR,1999,Kharif     ,Moong(Green Gram),3335.0,747.0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tobacco,625.0,933.0
Andhra Pradesh,KURNOOL,2004,Rabi       ,Wheat,393.0,88.0
Meghalaya,SOUTH GARO HILLS,2012,Whole Year ,Cashewnut,3840.0,3847.0
Punjab,AMRITSAR,2012,Whole Year ,Guar seed,300.0,300.0
Karnataka,UTTAR KANNAD,2002,Whole Year ,Papaya,17.0,48.0
Uttarakhand,BAGESHWAR,2007,Whole Year ,Dry ginger,11.0,129.0
Telangana ,MAHBUBNAGAR,2013,Rabi       ,Cowpea(Lobia),81.0,66.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Turmeric,2.5,1.03
Tamil Nadu,RAMANATHAPURAM,2013,Whole Year ,Small millets,1161.0,654.0
Bihar,SARAN,2012,Autumn     ,Rice,479.0,1008.0
Chhattisgarh,DURG,2009,Kharif     ,Ragi,5.0,1.0
Assam,KARBI ANGLONG,2013,Rabi       ,Peas & beans (Pulses),590.0,417.0
Meghalaya,RI BHOI,2003,Kharif     ,Sesamum,6.0,6.0
Karnataka,HASSAN,2002,Whole Year ,Papaya,55.0,90.0
Madhya Pradesh,MANDLA,2010,Whole Year ,Dry ginger,27.0,34.0
Bihar,BEGUSARAI,2001,Kharif     ,Horse-gram,326.0,262.0
Odisha,GANJAM,1998,Winter     ,Sesamum,276.0,35.0
Uttar Pradesh,JAUNPUR,2013,Kharif     ,Arhar/Tur,13327.0,12808.0
Uttar Pradesh,SONBHADRA,2013,Kharif     ,Dry chillies,14.0,12.0
Maharashtra,YAVATMAL,1999,Kharif     ,Small millets,400.0,200.0
Gujarat,SURAT,2012,Kharif     ,Moth,100.0,100.0
Tamil Nadu,VIRUDHUNAGAR,1999,Whole Year ,Cardamom,344.0,29.0
Maharashtra,AKOLA,2001,Rabi       ,Rapeseed &Mustard,100.0,10.0
Assam,DIMA HASAO,2013,Kharif     ,Cotton(lint),11.0,5.0
Odisha,NAYAGARH,2004,Winter     ,Groundnut,109.0,96.2
Maharashtra,NASHIK,2011,Kharif     ,Soyabean,58600.0,81500.0
Maharashtra,PARBHANI,2003,Whole Year ,Onion,521.0,4778.0
Uttar Pradesh,AGRA,1998,Rabi       ,Castor seed,2.0,1.0
Uttar Pradesh,KANPUR NAGAR,2005,Kharif     ,Soyabean,9.0,7.0
Jammu and Kashmir ,DODA,2003,Kharif     ,Small millets,3214.0,987.0
Madhya Pradesh,SAGAR,2004,Rabi       ,Safflower,11.0,3.0
Uttar Pradesh,KUSHI NAGAR,2003,Kharif     ,Sesamum,19.0,3.0
Odisha,NABARANGPUR,1997,Winter     ,Sesamum,119.0,20.0
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Other Kharif pulses,47.0,1.6
Meghalaya,WEST GARO HILLS,2005,Kharif     ,Jute,3456.0,32371.0
Punjab,AMRITSAR,2013,Kharif     ,Sesamum,13000.0,3000.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Cucumber,8.0,0.0
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year ,Pulses total,2372.0,1080.0
Tripura,NORTH TRIPURA,2004,Rabi       ,Gram,30.0,20.0
Andhra Pradesh,CHITTOOR,2010,Whole Year ,Coriander,113.0,77.0
Uttarakhand,BAGESHWAR,2000,Kharif     ,Other Cereals & Millets,780.0,312.0
Manipur,THOUBAL,2007,Kharif     ,Rice,27330.0,61950.0
Bihar,SAMASTIPUR,2002,Whole Year ,Dry ginger,4.0,6.0
Uttar Pradesh,GONDA,2011,Rabi       ,Tobacco,1519.0,6348.0
Himachal Pradesh,KANGRA,2008,Kharif     ,Arhar/Tur,1.0,
Chhattisgarh,KABIRDHAM,2006,Kharif     ,Jowar,145.0,106.0
Telangana ,NIZAMABAD,2000,Kharif     ,Sesamum,125.0,19.0
Manipur,BISHNUPUR,2005,Rabi       ,Rapeseed &Mustard,130.0,50.0
Tamil Nadu,THIRUVARUR,2005,Kharif     ,Sunflower,2.0,2.0
Uttar Pradesh,BAREILLY,1997,Kharif     ,Total foodgrain,381869.0,859150.0
Mizoram,CHAMPHAI,1999,Kharif     ,Groundnut,11.0,16.0
Haryana,YAMUNANAGAR,2003,Kharif     ,Maize,1707.0,5000.0
Goa,SOUTH GOA,2008,Kharif     ,Ragi,119.0,151.0
Tamil Nadu,KANCHIPURAM,2007,Whole Year ,Turmeric,2.0,11.0
Jharkhand,PALAMU,2004,Rabi       ,Gram,5036.84,3399.87
Karnataka,BANGALORE RURAL,2012,Rabi       ,Onion,7.0,46.0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Sugarcane,18699.0,1884261.0
Manipur,CHANDEL,2003,Whole Year ,Pineapple,675.0,5062.0
Uttar Pradesh,SONBHADRA,2005,Kharif     ,Sannhamp,618.0,213.0
Kerala,KOTTAYAM,2003,Whole Year ,Mango,3060.0,16117.0
Madhya Pradesh,GUNA,2007,Kharif     ,Maize,20799.0,22265.0
Karnataka,HASSAN,2006,Whole Year ,Sugarcane,5730.0,664107.0
Sikkim,EAST DISTRICT,2013,Kharif     ,Other Kharif pulses,470.0,450.0
Jammu and Kashmir ,BARAMULLA,2002,Whole Year ,Other Fresh Fruits,19205.0,0.0
Chhattisgarh,BILASPUR,2011,Kharif     ,Jute,94.0,
Rajasthan,CHURU,1999,Whole Year ,Coriander,8.0,6.0
Haryana,BHIWANI,2008,Kharif     ,Moong(Green Gram),3876.0,1700.0
Manipur,CHANDEL,2007,Kharif     ,Other Kharif pulses,10.0,10.0
Uttarakhand,BAGESHWAR,2006,Rabi       ,Gram,14.0,7.0
Uttarakhand,DEHRADUN,2006,Rabi       ,Other  Rabi pulses,4.0,2.0
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Ragi,274.0,404.0
Gujarat,VALSAD,2006,Whole Year ,Sugarcane,16200.0,1127000.0
Telangana ,NIZAMABAD,1999,Rabi       ,Wheat,1641.0,875.0
Gujarat,SABAR KANTHA,2011,Rabi       ,Tobacco,3800.0,3700.0
Mizoram,KOLASIB,2003,Kharif     ,Maize,850.0,1700.0
West Bengal,JALPAIGURI,2013,Rabi       ,Urad,480.0,324.0
Uttarakhand,UTTAR KASHI,2011,Kharif     ,Soyabean,414.0,422.0
Arunachal Pradesh,UPPER SIANG,2007,Whole Year ,Oilseeds total,85.0,51.0
Tamil Nadu,DINDIGUL,2008,Whole Year ,Maize,48142.0,314292.0
Odisha,BALESHWAR,2002,Kharif     ,Dry ginger,770.0,1590.0
West Bengal,MEDINIPUR WEST,2002,Rabi       ,Wheat,11347.0,17402.0
Manipur,SENAPATI,2003,Whole Year ,Citrus Fruit,116.0,557.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2011,Kharif     ,Rice,10316.0,18156.0
Uttar Pradesh,MUZAFFARNAGAR,2006,Rabi       ,Turmeric,4.0,13.0
Manipur,TAMENGLONG,2002,Whole Year ,Mango,10.0,52.0
Tamil Nadu,DINDIGUL,2009,Whole Year ,Sweet potato,46.0,741.0
Maharashtra,THANE,2004,Kharif     ,Arhar/Tur,2700.0,1500.0
Karnataka,BELGAUM,2011,Kharif     ,Moong(Green Gram),16954.0,4123.0
Meghalaya,EAST JAINTIA HILLS,2012,Whole Year ,Black pepper,37.0,25.0
Tamil Nadu,CUDDALORE,2003,Kharif     ,Varagu,2069.0,2158.0
Jharkhand,SIMDEGA,2006,Autumn     ,Ragi,5335.5,1558.0
Madhya Pradesh,BETUL,2002,Kharif     ,Other Kharif pulses,13029.0,3569.0
Uttarakhand,PAURI GARHWAL,2011,Kharif     ,Sunflower,10.0,4.0
Arunachal Pradesh,UPPER SIANG,2009,Kharif     ,Maize,1320.0,1502.0
Odisha,BALANGIR,2002,Rabi       ,Masoor,590.0,200.0
Jharkhand,DEOGHAR,2007,Rabi       ,Masoor,1.05,0.68
Odisha,MAYURBHANJ,1997,Winter     ,Paddy,270601.0,396907.0
Bihar,GAYA,2003,Kharif     ,Bajra,55.0,57.0
Meghalaya,SOUTH GARO HILLS,2008,Whole Year ,Tapioca,281.0,1563.0
Haryana,AMBALA,2006,Kharif     ,Horse-gram,6.0,
Bihar,PASHCHIM CHAMPARAN,2012,Rabi       ,Safflower,2.0,2.0
Bihar,JEHANABAD,2006,Rabi       ,Gram,2517.0,2870.0
Gujarat,ANAND,2012,Rabi       ,Tobacco,58000.0,104500.0
Madhya Pradesh,CHHATARPUR,1997,Kharif     ,Paddy,19900.0,13900.0
Bihar,VAISHALI,2003,Rabi       ,Khesari,60.0,51.0
Andhra Pradesh,KADAPA,2013,Rabi       ,Sunflower,26486.0,21268.0
Assam,SONITPUR,2003,Rabi       ,other misc. pulses,233.0,126.0
Telangana ,NIZAMABAD,2003,Whole Year ,Bhindi,429.0,1716.0
Himachal Pradesh,SHIMLA,2003,Rabi       ,Barley,4674.0,5581.0
Nagaland,KIPHIRE,2010,Kharif     ,Maize,7240.0,14120.0
Nagaland,LONGLENG,2014,Kharif     ,Ginger,210.0,1920.0
Assam,DHEMAJI,2006,Whole Year ,Tapioca,29.0,88.0
Karnataka,HAVERI,2002,Whole Year ,Atcanut (Raw),721.0,4856.0
West Bengal,MURSHIDABAD,1998,Kharif     ,Bajra,15.0,3.0
Punjab,FATEHGARH SAHIB,2011,Kharif     ,Rice,86000.0,364000.0
Haryana,SIRSA,2009,Whole Year ,Garlic,136.0,800.0
West Bengal,PURULIA,2010,Autumn     ,Jowar,25.0,10.0
Gujarat,BHARUCH,2005,Rabi       ,Rapeseed &Mustard,100.0,100.0
Tripura,NORTH TRIPURA,2006,Kharif     ,Urad,249.0,134.0
Maharashtra,JALNA,2009,Kharif     ,Niger seed,400.0,100.0
Himachal Pradesh,KANGRA,2000,Rabi       ,Linseed,2063.0,320.0
Punjab,FIROZEPUR,2009,Kharif     ,Sesamum,1200.0,500.0
Rajasthan,ALWAR,2010,Rabi       ,Masoor,100.0,87.0
Meghalaya,SOUTH GARO HILLS,2011,Kharif     ,Arhar/Tur,94.0,69.0
West Bengal,MALDAH,2002,Rabi       ,Peas & beans (Pulses),376.0,299.0
West Bengal,DARJEELING,2006,Whole Year ,Cardamom,2874.0,704.0
Himachal Pradesh,KULLU,1998,Kharif     ,Groundnut,1.0,1.0
Telangana ,KARIMNAGAR,2005,Whole Year ,Sweet potato,6.0,51.0
Mizoram,AIZAWL,2001,Kharif     ,Peas & beans (Pulses),12.0,13.5
Tamil Nadu,COIMBATORE,2000,Whole Year ,Sannhamp,5.0,4.0
Karnataka,KOLAR,2002,Whole Year ,Citrus Fruit,72.0,1249.0
Chhattisgarh,JANJGIR-CHAMPA,2011,Rabi       ,Safflower,8.0,2.0
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Bottle Gourd,4.0,0.0
Jammu and Kashmir ,SRINAGAR,2014,Kharif     ,Potato,18.0,247.3
Karnataka,DHARWAD,2013,Rabi       ,Gram,53045.0,35275.0
Madhya Pradesh,MANDLA,2009,Rabi       ,Small millets,29.0,7.0
Chhattisgarh,KANKER,2012,Whole Year ,Coriander,115.0,26.0
Mizoram,KOLASIB,2003,Whole Year ,Tapioca,12.0,134.0
Uttarakhand,CHAMPAWAT,2001,Rabi       ,Gram,26.0,15.0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Bhindi,287.0,1070.0
Kerala,KOLLAM,2008,Kharif     ,Ragi,1.0,1.0
Chhattisgarh,KABIRDHAM,2003,Whole Year ,Turmeric,1.0,1.0
Karnataka,BELGAUM,1997,Kharif     ,Paddy,63734.0,137452.0
Madhya Pradesh,CHHATARPUR,2001,Rabi       ,Barley,10667.0,13945.0
Uttarakhand,DEHRADUN,2009,Rabi       ,Peas & beans (Pulses),246.0,177.0
Nagaland,DIMAPUR,2007,Kharif     ,Turmeric,40.0,170.0
Meghalaya,WEST KHASI HILLS,2002,Whole Year ,Dry chillies,45.0,23.0
Rajasthan,CHITTORGARH,2004,Kharif     ,Maize,156886.0,276249.0
Chhattisgarh,BIJAPUR,2008,Kharif     ,Rice,61144.0,42886.0
Karnataka,BIJAPUR,2003,Rabi       ,Groundnut,14450.0,8195.0
Uttarakhand,CHAMOLI,2000,Whole Year ,Onion,54.0,437.0
Chhattisgarh,KANKER,2004,Whole Year ,Potato,1.0,6.0
Telangana ,KARIMNAGAR,2002,Whole Year ,Beans & Mutter(Vegetable),87.0,113.0
Meghalaya,WEST GARO HILLS,2001,Whole Year ,Arecanut,2687.0,3973.0
Uttarakhand,HARIDWAR,2007,Rabi       ,Wheat,42591.0,110529.0
Chandigarh,CHANDIGARH,2005,Kharif     ,Maize,20.0,40.0
Madhya Pradesh,DHAR,2007,Whole Year ,Banana,222.0,12796.0
Chhattisgarh,RAJNANDGAON,2007,Rabi       ,Moong(Green Gram),107.0,22.0
Uttarakhand,TEHRI GARHWAL,2003,Kharif     ,Maize,1711.0,2945.0
West Bengal,HOOGHLY,2008,Rabi       ,Masoor,388.0,234.0
Kerala,IDUKKI,2002,Whole Year ,Snak Guard,3.0,0.0
Madhya Pradesh,BARWANI,2006,Kharif     ,Mesta,35.0,48.0
Madhya Pradesh,DEWAS,2003,Whole Year ,Other Vegetables,261.0,0.0
Madhya Pradesh,ALIRAJPUR,2009,Rabi       ,Moong(Green Gram),58.0,15.0
Assam,DIMA HASAO,2006,Rabi       ,Rapeseed &Mustard,2339.0,1055.0
Bihar,GAYA,1999,Rabi       ,Peas & beans (Pulses),644.0,460.0
Tripura,DHALAI,2011,Kharif     ,Sesamum,410.0,184.0
Haryana,JHAJJAR,2009,Rabi       ,Gram,562.0,1000.0
Tripura,SOUTH TRIPURA,2001,Kharif     ,Jute & mesta,970.0,8370.0
Rajasthan,BUNDI,2002,Whole Year ,Other Fresh Fruits,149.0,0.0
Himachal Pradesh,CHAMBA,2007,Kharif     ,Groundnut,2.0,2.0
Puducherry,PONDICHERRY,2009,Kharif     ,Sunflower,1.0,1.0
Uttar Pradesh,LALITPUR,2003,Kharif     ,Urad,97702.0,14167.0
Nagaland,WOKHA,2005,Kharif     ,Jowar,70.0,80.0
Tamil Nadu,DINDIGUL,1999,Whole Year ,Tobacco,703.0,977.0
Karnataka,DAVANGERE,2004,Kharif     ,Castor seed,222.0,193.0
Chhattisgarh,BILASPUR,2003,Kharif     ,Other Kharif pulses,227.0,105.0
Odisha,KHORDHA,2004,Whole Year ,Onion,417.0,2720.0
Meghalaya,RI BHOI,1998,Kharif     ,Total foodgrain,13759.0,27786.0
Sikkim,WEST DISTRICT,2003,Whole Year ,Other Vegetables,2670.0,10940.0
Manipur,SENAPATI,2000,Whole Year ,Sweet potato,50.0,180.0
Karnataka,DAVANGERE,2010,Rabi       ,Peas & beans (Pulses),19.0,135.0
Tamil Nadu,NAMAKKAL,2006,Whole Year ,Garlic,1.0,2.0
Chhattisgarh,DHAMTARI,2012,Rabi       ,Linseed,1305.0,603.0
Jharkhand,DEOGHAR,2006,Autumn     ,Ragi,55.98,44.0
Jammu and Kashmir ,BARAMULLA,1999,Rabi       ,Rapeseed &Mustard,6119.0,4983.9
Tamil Nadu,NAGAPATTINAM,2002,Whole Year ,Ash Gourd,8.0,0.0
Jammu and Kashmir ,UDHAMPUR,2007,Kharif     ,Other Cereals & Millets,79.0,13.2
Madhya Pradesh,BARWANI,2003,Whole Year ,Other Citrus Fruit,13.0,0.0
Andhra Pradesh,CHITTOOR,2010,Rabi       ,Bajra,15.0,29.0
Uttarakhand,BAGESHWAR,2011,Kharif     ,Soyabean,178.0,251.0
Uttarakhand,NAINITAL,2011,Rabi       ,Potato,1106.0,12273.0
Punjab,PATIALA,1999,Kharif     ,Maize,5000.0,15000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Sugarcane,268.0,2879.52
Mizoram,KOLASIB,2008,Kharif     ,Tapioca,3.0,1.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Turmeric,68.0,376.5
Chhattisgarh,BIJAPUR,2013,Whole Year ,Coconut ,21.0,
Assam,DARRANG,2000,Whole Year ,Tobacco,46.0,28.0
Assam,SIVASAGAR,2007,Whole Year ,Onion,81.0,205.0
Himachal Pradesh,SOLAN,2008,Kharif     ,Cotton(lint),39.0,18.0
Haryana,FARIDABAD,1997,Kharif     ,Other Kharif pulses,6800.0,4500.0
Assam,BAKSA,2005,Whole Year ,Banana,1191.0,17437.0
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Safflower,113.0,44.0
Telangana ,KHAMMAM,2011,Kharif     ,other oilseeds,2834.0,44239.0
Telangana ,NALGONDA,2008,Kharif     ,Castor seed,27065.0,8634.0
Madhya Pradesh,KATNI,2009,Whole Year ,Onion,549.0,7662.0
Haryana,KURUKSHETRA,2001,Rabi       ,Wheat,110370.0,491000.0
Karnataka,MANDYA,2002,Whole Year ,Arcanut (Processed),804.0,1124.0
Tripura,DHALAI,2006,Rabi       ,Other  Rabi pulses,138.0,92.0
West Bengal,PURULIA,2011,Rabi       ,Safflower,38.0,29.0
Kerala,MALAPPURAM,1998,Whole Year ,Cardamom,70.0,
Chhattisgarh,JASHPUR,2012,Kharif     ,Ragi,343.0,87.0
Odisha,DHENKANAL,2003,Kharif     ,Sunflower,150.0,70.0
Jammu and Kashmir ,LEH LADAKH,2003,Whole Year ,Potato,56.0,523.0
Nagaland,KOHIMA,2011,Kharif     ,Sweet potato,120.0,1020.0
Odisha,JHARSUGUDA,2007,Winter     ,Potato,112.0,1171.7
Kerala,KOLLAM,2006,Kharif     ,Sesamum,52.0,31.0
Uttarakhand,HARIDWAR,2004,Rabi       ,Peas & beans (Pulses),105.0,84.0
Bihar,KAIMUR (BHABUA),1999,Whole Year ,Onion,93.0,1699.0
Tamil Nadu,TIRUVANNAMALAI,2003,Whole Year ,Other Citrus Fruit,4.0,0.0
Nagaland,WOKHA,2000,Whole Year ,Tea,80.0,200.0
Karnataka,BAGALKOT,2009,Whole Year ,Sugarcane,63833.0,6549266.0
Nagaland,TUENSANG,2003,Whole Year ,Tea,80.0,200.0
Maharashtra,HINGOLI,2005,Rabi       ,Safflower,32500.0,14200.0
